IntervalID,location_ID,street1,street2,street3,latitude,longitude,type,Date,Day,period_begin,period_end,Interval_Begin,NS,SN,EW,WE,Female,Sidewalk,Wrongway,Other_Var1,Other_Var2,Other_Var1_Count,Other_Var2_Count,Count_Method,Count_BikesOnSidewalks,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,dataset_name,pk_physicalenv_id,pk_countocc_id,createdatetime,username
15545,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
15546,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
15547,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,1,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
15548,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
15573,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,1,1,0,0,0,No Helmet,,1,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15574,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,1,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15575,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,1,3,2,1,0,No Helmet,,1,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15576,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,1,1,1,0,No Helmet,,1,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15577,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,7,0,1,4,0,No Helmet,,2,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15578,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,1,1,1,1,0,No Helmet,,1,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15579,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,1,2,1,2,0,No Helmet,,2,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15580,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,1,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
15685,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,2,8,4,0,0,No Helmet,,1,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15686,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,0,4,2,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15687,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,3,10,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15688,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,2,3,1,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15689,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,7,5,1,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15690,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,5,2,1,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15691,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,3,2,1,2,0,No Helmet,,1,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15692,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,0,9,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
15516,1373,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1469929,-117.8482007,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1243,2341,2016-04-20 15:23:00,wes@bikesgv.org
15525,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,1,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15526,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,0,2,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15527,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,0,1,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15528,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15529,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,1,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15530,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15531,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,0,2,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15532,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,3,0,2,0,1,No Helmet,,1,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2343,2016-04-20 16:00:00,wes@bikesgv.org
15517,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,0,2,1,2,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
15518,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,2,0,1,1,0,No Helmet,,1,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
15519,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,1,5,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
15520,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,3,0,0,2,0,No Helmet,,1,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
15521,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,3,0,0,3,0,No Helmet,,1,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
15522,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,1,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
15523,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
15524,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,5,0,0,0,0,No Helmet,,0,0,manual_in_house,Yes,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
