IntervalID,location_ID,street1,street2,street3,latitude,longitude,type,Date,Day,period_begin,period_end,Interval_Begin,NS,SN,EW,WE,SpecialNeeds,Skate,Child,Other_Var1,Other_Var2,Other_Var1_Count,Other_Var2_Count,Count_Method,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,dataset_name,pk_physicalenv_id,pk_countocc_id,createdatetime,username
13646,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-14-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,3,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1246,2348,2016-04-20 17:05:00,wes@bikesgv.org
13647,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-14-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,1,1,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1246,2348,2016-04-20 17:05:00,wes@bikesgv.org
13648,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-14-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1246,2348,2016-04-20 17:05:00,wes@bikesgv.org
13649,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-14-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,1,3,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1246,2348,2016-04-20 17:05:00,wes@bikesgv.org
13650,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-14-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,4,1,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1246,2348,2016-04-20 17:05:00,wes@bikesgv.org
13651,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-14-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,0,1,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1246,2348,2016-04-20 17:05:00,wes@bikesgv.org
13786,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13787,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13788,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,1,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13789,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,1,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13790,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,2,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13791,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,2,2,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13792,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,0,2,0,0,2,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13793,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,3,1,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1263,2371,2016-05-11 14:32:00,wes@bikesgv.org
13628,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,2,1,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13629,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13630,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,1,1,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13631,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13632,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,1,0,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13633,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,1,0,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13634,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,3,0,0,0,2,0,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13635,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.8548667,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,2,2,0,0,0,1,1,,,0,0,manual_in_house,no,,bikeroute,,local,25,residential,109,BikeSGV Glendora 2016,1245,2346,2016-04-20 16:28:00,wes@bikesgv.org
13674,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,3,7,0,1,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13675,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,3,2,1,0,1,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13676,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,3,2,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13677,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 PM,0,0,9,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13678,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,9,7,2,0,2,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13679,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,3,3,2,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13680,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,4,4,0,0,2,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13681,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,midblock,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,2,4,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,,109,BikeSGV Glendora 2016,1251,2354,2016-04-30 4:19:00,wes@bikesgv.org
13595,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,2,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13596,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13597,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,2,3,0,1,1,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13598,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,0,2,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13599,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,1,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13600,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,3,2,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13601,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13602,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,1,1,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1237,2340,2016-04-20 15:09:00,wes@bikesgv.org
13666,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,1,3,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13667,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,2,2,0,0,1,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13668,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,4,5,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13669,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,9,5,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13670,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,1,2,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13671,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,3,4,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13672,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,0,7,0,0,1,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13673,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,none,,majorArterial,40,residentialCommercial,109,BikeSGV Glendora 2016,1250,2353,2016-04-30 4:02:00,wes@bikesgv.org
13603,1373,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1469929,-117.8482007,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,0,0,0,0,0,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1243,2341,2016-04-20 15:23:00,wes@bikesgv.org
13604,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,1,0,0,0,1,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
13605,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,2,2,0,0,1,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
13606,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,4,0,0,1,3,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
13607,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,midblock,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,8,0,0,1,8,,,0,0,manual_in_house,no,,bikeroute,,majorCollector,40,residential,109,BikeSGV Glendora 2016,1244,2342,2016-04-20 15:47:00,wes@bikesgv.org
