intervalid,location_id,street1,street2,street3,latitude,longitude,date,weekday,period_begin,period_end,interval_begin,ns,sn,ew,we,female,sidewalk,wrongway,other_var1,other_var2,other_var1_count,other_var2_count,count_method,count_bikesonsidewalks,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,dataset_name,createdatetime
19189.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,0,2,0,2,0.0,No Helmet,Child,2,1,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:22:00
19190.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,1,0,0,0,1.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:22:00
19191.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:22:00
19192.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:22:00
19193.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,1,0,0,1,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:22:00
19194.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,1,0,0,1,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:22:00
19195.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,0,0,1,0,0,1,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
19196.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
19197.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
19198.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
19199.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,0,0,2,0,0,1,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
19200.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,0,0,1,2,0,0,0.0,No Helmet,Child,2,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
19201.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
19202.0,1025.0,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.035943200000006,-118.03999270000001,12-22-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,0,1,1,0,0,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-07-17 14:41:00
18074.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,3,0,0,0,3,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18075.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,1,0,0,0,0,1,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18076.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,1,1,0,0,0,2,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18077.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,2,0,0,0,0,2,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18078.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,1,1,0,0,0,2,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18079.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,1,0,0,0,0,1,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18080.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,1,1,0,0,0,1,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18081.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,12-03-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,1,1,0,0,0,2,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:19:00
18082.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:00 AM,1,3,0,0,1,2,0.0,No helmet,Child,4,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18083.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:15 AM,1,1,0,0,0,2,0.0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18084.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,1,0,0,0,1,0.0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18085.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,1,0,0,0,1,0.0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18086.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,0,0,0,0,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18087.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:15 AM,1,0,0,0,0,1,0.0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18088.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,1,0,0,0,1,0.0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18089.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,0,0,0,0,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:27:00
18090.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:00 PM,1,1,0,0,0,2,0.0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
18091.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:15 PM,1,2,0,0,0,3,0.0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
18092.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:30 PM,1,1,0,0,1,1,0.0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
18093.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:45 PM,1,1,0,0,0,1,0.0,No helmet,Child,2,1,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
18094.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:00 PM,1,2,0,0,0,3,0.0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
18095.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0.0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
18096.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:30 PM,1,2,0,0,0,3,0.0,No helmet,Child,3,1,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
18097.0,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:45 PM,1,2,0,0,0,3,0.0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,,principalArterial,35.0,neighborhoodRetail,133.0,BikeSGV SEM,2017-02-07 13:31:00
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,4:00 PM,0,0,0,0,0,0,0.0,No helmet,Child,0,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,4:15 PM,0,5,0,0,1,2,0.0,No helmet,Child,5,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,4:30 PM,0,1,0,0,0,0,0.0,No helmet,Child,1,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,4:45 PM,0,1,0,0,0,1,0.0,No helmet,Child,1,1,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,5:00 PM,1,1,0,0,0,2,0.0,No helmet,Child,2,1,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,5:15 PM,2,0,0,0,0,0,0.0,No helmet,Child,2,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,5:30 PM,0,1,0,0,0,0,1.0,No helmet,Child,1,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,0,0,0,0,0.0,No helmet,Child,0,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,7:00 AM,3,0,0,0,0,2,0.0,No helmet,Child,3,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,7:15 AM,1,0,0,0,0,0,0.0,No helmet,Child,0,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,0,0,0,0,0.0,No helmet,Child,0,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,7:45 AM,1,1,0,0,0,1,0.0,No helmet,Child,2,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,8:00 AM,0,1,0,0,0,0,1.0,No helmet,Child,1,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,8:15 AM,2,0,0,0,0,0,0.0,No helmet,Child,2,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0.0,No helmet,Child,0,0,,,,,,,,,,,,
,1030.0,Durfee Ave. ,Thienes Ave. ,Rush St.,34.04352539999999,-118.0324155,07-19-2018,Thursday,7:00 AM,9:00 AM,8:45 AM,0,3,0,0,0,2,0.0,No helmet,Child,3,0,,,,,,,,,,,,
19675.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,11:00 AM,0,1,0,0,0,0,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19676.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,11:15 AM,0,2,0,0,0,2,0.0,No Helmet,Child,2,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19677.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19678.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,11:45 AM,1,1,0,0,1,2,0.0,No Helmet,Child,2,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19679.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,12:00 PM,1,2,0,0,1,2,0.0,No Helmet,Child,2,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19680.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,12:15 PM,0,2,0,0,0,1,0.0,No Helmet,Child,1,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19681.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,12:30 PM,1,2,0,0,0,3,0.0,No Helmet,Child,3,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19682.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-01-2017,Saturday,11:00 AM,1:00 PM,12:45 PM,1,0,0,0,0,1,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:42:00
19659.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:00 AM,1,2,0,0,0,1,0.0,No Helmet,Child,3,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
19660.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:15 AM,1,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
19661.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,0,0,0,0,0.0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
19662.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:45 AM,2,1,0,0,1,2,0.0,No Helmet,Child,3,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
19663.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,8:00 AM,2,2,0,0,0,0,0.0,No Helmet,Child,2,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
19664.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,8:15 AM,2,1,0,0,0,2,0.0,No Helmet,Child,3,2,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
19665.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,8:30 AM,1,1,0,0,0,2,0.0,No Helmet,Child,2,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
19666.0,1245.0,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,04-18-2017,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,1,0,0,0,0,0.0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30.0,neighborhoodRetail,138.0,BikeSGV Temple City,2017-08-07 12:29:00
