IntervalID,location_ID,street1,street2,street3,latitude,longitude,type,Date,Day,period_begin,period_end,Interval_Begin,NS,SN,EW,WE,Female,Sidewalk,Wrongway,Other_Var1,Other_Var2,Other_Var1_Count,Other_Var2_Count,Count_Method,Count_BikesOnSidewalks,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,dataset_name,pk_physicalenv_id,pk_countocc_id,createdatetime,username
19189,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,0,2,0,2,0,No Helmet,Child,2,1,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2891,2017-07-17 14:22:00,wes@bikesgv.org
19190,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,1,0,0,0,1,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2891,2017-07-17 14:22:00,wes@bikesgv.org
19191,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2891,2017-07-17 14:22:00,wes@bikesgv.org
19192,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2891,2017-07-17 14:22:00,wes@bikesgv.org
19193,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,1,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2891,2017-07-17 14:22:00,wes@bikesgv.org
19194,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,1,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2891,2017-07-17 14:22:00,wes@bikesgv.org
19195,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,0,0,1,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
19196,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,7:15 AM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
19197,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
19198,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,7:45 AM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
19199,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,8:00 AM,0,0,2,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
19200,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,8:15 AM,0,0,1,2,0,0,0,No Helmet,Child,2,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
19201,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
19202,1025,Durfee Ave. ,Santa Anita Ave.,Peck Rd. ,34.0359432,-118.0399927,midblock,12-22-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,0,1,1,0,0,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,none,,minorArterial,40,neighborhoodRetail,133,BikeSGV SEM,1557,2892,2017-07-17 14:41:00,wes@bikesgv.org
18074,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,3,0,0,0,3,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18075,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,1,0,0,0,0,1,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18076,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,1,1,0,0,0,2,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18077,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,2,0,0,0,0,2,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18078,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,1,1,0,0,0,2,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18079,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,1,0,0,0,0,1,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18080,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,1,1,0,0,0,1,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18081,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,12-03-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,1,1,0,0,0,2,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1485,2727,2017-02-07 13:19:00,wes@bikesgv.org
18082,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:00 AM,1,3,0,0,1,2,0,No helmet,Child,4,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18083,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:15 AM,1,1,0,0,0,2,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18084,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,1,0,0,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18085,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,1,0,0,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18086,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18087,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:15 AM,1,0,0,0,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18088,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,1,0,0,0,1,0,No helmet,Child,1,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18089,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2728,2017-02-07 13:27:00,wes@bikesgv.org
18090,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:00 PM,1,1,0,0,0,2,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
18091,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:15 PM,1,2,0,0,0,3,0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
18092,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:30 PM,1,1,0,0,1,1,0,No helmet,Child,2,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
18093,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,4:45 PM,1,1,0,0,0,1,0,No helmet,Child,2,1,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
18094,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:00 PM,1,2,0,0,0,3,0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
18095,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0,No helmet,Child,0,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
18096,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:30 PM,1,2,0,0,0,3,0,No helmet,Child,3,1,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
18097,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,01-17-2017,Tuesday,4:00 PM,6:00 PM,5:45 PM,1,2,0,0,0,3,0,No helmet,Child,3,0,manual_in_house,Yes,no,,none,,principalArterial,35,neighborhoodRetail,133,BikeSGV SEM,1486,2729,2017-02-07 13:31:00,wes@bikesgv.org
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,4:00 PM,0,0,0,0,0,0,0,No helmet,Child,0,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,4:15 PM,0,5,0,0,1,2,0,No helmet,Child,5,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,4:30 PM,0,1,0,0,0,0,0,No helmet,Child,1,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,4:45 PM,0,1,0,0,0,1,0,No helmet,Child,1,1,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,5:00 PM,1,1,0,0,0,2,0,No helmet,Child,2,1,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,5:15 PM,2,0,0,0,0,0,0,No helmet,Child,2,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,5:30 PM,0,1,0,0,0,0,1,No helmet,Child,1,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,0,0,0,0,0,No helmet,Child,0,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,7:00 AM,3,0,0,0,0,2,0,No helmet,Child,3,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,7:15 AM,1,0,0,0,0,0,0,No helmet,Child,0,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,7:30 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,7:45 AM,1,1,0,0,0,1,0,No helmet,Child,2,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,8:00 AM,0,1,0,0,0,0,1,No helmet,Child,1,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,8:15 AM,2,0,0,0,0,0,0,No helmet,Child,2,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0,No helmet,Child,0,0,,,,,,,,,,,,,,,
,1030,Durfee Ave. ,Thienes Ave. ,Rush St.,34.0435254,-118.0324155,midblock,07-19-2018,Thursday,7:00 AM,9:00 AM,8:45 AM,0,3,0,0,0,2,0,No helmet,Child,3,0,,,,,,,,,,,,,,,
19675,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,11:00 AM,0,1,0,0,0,0,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19676,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,11:15 AM,0,2,0,0,0,2,0,No Helmet,Child,2,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19677,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19678,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,11:45 AM,1,1,0,0,1,2,0,No Helmet,Child,2,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19679,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,12:00 PM,1,2,0,0,1,2,0,No Helmet,Child,2,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19680,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,12:15 PM,0,2,0,0,0,1,0,No Helmet,Child,1,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19681,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,12:30 PM,1,2,0,0,0,3,0,No Helmet,Child,3,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19682,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-01-2017,Saturday,11:00 AM,1:00 PM,12:45 PM,1,0,0,0,0,1,0,No Helmet,Child,1,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2955,2017-08-07 12:42:00,wes@bikesgv.org
19659,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:00 AM,1,2,0,0,0,1,0,No Helmet,Child,3,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2953,2017-08-07 12:29:00,wes@bikesgv.org
19660,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:15 AM,1,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2953,2017-08-07 12:29:00,wes@bikesgv.org
19661,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,0,0,0,0,0,No Helmet,Child,0,0,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2953,2017-08-07 12:29:00,wes@bikesgv.org
19662,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-18-2017,Tuesday,7:00 AM,9:00 AM,7:45 AM,2,1,0,0,1,2,0,No Helmet,Child,3,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2953,2017-08-07 12:29:00,wes@bikesgv.org
19663,1245,Rosemead,Las Tunas,Broadway,34.1023526,-118.0735767,midblock,04-18-2017,Tuesday,7:00 AM,9:00 AM,8:00 AM,2,2,0,0,0,0,0,No Helmet,Child,2,1,manual_in_house,Yes,no,,bikelane,bikelane_paintedbuffer;,minorCollector,30,neighborhoodRetail,138,BikeSGV Temple City,1586,2953,2017-08-07 12:29:00,wes@bikesgv.org
