intervalid,location_id,street1,street2,street3,latitude,longitude,date,weekday,period_begin,period_end,interval_begin,ns,sn,ew,we,female,sidewalk,wrongway,count_method,count_bikesonsidewalks,raining,unusual,bikewaytype,bikewaytype_options,road_class,speed_limit,landuse,pk_dataset_id,city,createdatetime,total_count,no_helmet,child
15684,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,7:00 AM,9:00 AM,8:45 AM,0,1,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-05-11 14:21:00,1,1,0
15533,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,4:00 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15534,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,4:15 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15535,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15536,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15537,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15538,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15539,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15540,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-14-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:19:00,0,0,0
15557,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,4:00 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,0,0,0
15558,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,4:15 PM,0,0,1,2,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,3,2,0
15559,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,4:30 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,0,0,0
15560,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,4:45 PM,0,0,1,1,1,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,2,2,0
15561,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,5:00 PM,0,0,0,6,3,4,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,6,2,0
15562,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,5:15 PM,0,0,0,2,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,2,0,0
15563,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,5:30 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,0,0,0
15564,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-14-2016,Thursday,4:00 PM,6:00 PM,5:45 PM,0,0,0,1,0,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 17:05:00,1,1,0
15541,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,1,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,1,1,0
15542,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,0,0,0
15543,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,3,0,0,1,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,3,0,0
15544,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,1,0,0,0,0,1,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,1,1,0
15545,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,0,0,0
15546,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,0,0,0
15547,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,1,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,1,0,0
15548,1376,N Live Oak,E Whitcomb Ave,E Cypress Ave,34.1413638,-117.85486670000002,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,local,25,residential,109,Glendora,2016-04-20 16:28:00,0,0,0
15573,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,1,1,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,2,1,0
15574,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,1,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,1,0,0
15575,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,1,3,2,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,4,1,0
15576,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,0,1,1,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,1,1,0
15577,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,7,0,1,4,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,7,2,0
15578,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,1,1,1,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,2,1,0
15579,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,1,2,1,2,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,3,2,0
15580,1377,W Foothill Blvd,N Grand Ave,S Washington Ave,34.1360802,-117.8703806,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,1,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:19:00,1,0,0
15685,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,11:00 AM,0,0,2,8,4,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,10,1,0
15686,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,11:15 AM,0,0,0,4,2,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,4,0,0
15687,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,11:30 AM,0,0,3,10,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,13,0,0
15688,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,11:45 AM,0,0,2,3,1,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,5,0,0
15689,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,12:00 PM,0,0,7,5,1,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,12,0,0
15690,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,12:15 PM,0,0,5,2,1,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,7,0,0
15691,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,12:30 PM,0,0,3,2,1,2,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,5,1,0
15692,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-16-2016,Saturday,11:00 AM,1:00 PM,12:45 PM,0,0,0,9,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-05-11 14:32:00,9,0,0
15516,1373,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1469929,-117.8482007,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:23:00,0,0,0
15525,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,1,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,1,0,0
15526,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,0,2,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,2,0,0
15527,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,0,1,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,1,0,0
15528,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,0,0,0
15529,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,1,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,1,0,0
15530,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,0,0,0
15531,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,0,2,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,2,0,0
15532,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,3,0,2,0,1,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 16:00:00,3,1,0
15517,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,0,2,1,2,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,2,0,0
15518,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,2,0,1,1,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,2,1,0
15519,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,1,5,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,6,0,0
15520,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,3,0,0,2,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,3,1,0
15521,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,3,0,0,3,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,3,1,0
15522,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,1,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,1,0,0
15523,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,0,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,0,0,0
15524,1375,E Sierra Madre Ave,E Northridge Ave,N Loraine Ave,34.1470068,-117.848255,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,5,0,0,0,0,manual_in_house,1,no,none,bikeroute,none,majorCollector,40,residential,109,Glendora,2016-04-20 15:47:00,5,0,0
15565,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:00 AM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,0,0,0
15566,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:15 AM,0,0,3,1,0,2,1,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,4,4,0
15567,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:30 AM,0,0,1,0,0,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,1,1,0
15568,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,7:45 AM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,0,0,0
15569,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:00 AM,0,0,0,1,0,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,1,1,0
15570,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:15 AM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,0,0,0
15571,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:30 AM,0,0,1,1,0,2,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,2,2,0
15572,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,7:00 AM,9:00 AM,8:45 AM,0,0,0,1,0,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-30 04:02:00,1,1,0
15508,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:00 PM,0,0,4,0,1,3,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,4,4,0
15509,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:15 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,0,0,0
15510,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:30 PM,0,0,0,2,0,0,1,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,2,0,0
15511,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,4:45 PM,0,0,2,2,1,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,4,0,0
15512,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:00 PM,0,0,1,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,1,1,0
15513,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:15 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,0,0,0
15514,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:30 PM,0,0,2,1,0,2,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,3,2,0
15515,1368,E Route 66,S Elwood Ave,Los Cerritos Rd,34.1286626,-117.8498563,04-19-2016,Tuesday,4:00 PM,6:00 PM,5:45 PM,0,0,0,0,0,0,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-04-20 15:09:00,0,0,0
15581,1380,S Grand Ave,W. Dawson Ave.,W. Gladstone Ave.,34.1162259,-117.8728053,04-21-2016,Thursday,7:00 AM,9:00 AM,7:00 AM,1,0,0,0,0,1,0,manual_in_house,1,no,none,none,none,majorArterial,40,residentialCommercial,109,Glendora,2016-05-01 02:23:00,1,1,0
